# dataset: IMDB-BINARY
# type: GAT
# train_mode: S
epoch;train_loss;train_acc;val_loss;val_acc;test_loss;test_acc;AUC;F1;ECE;Brier
0;0.749635;0.493750;0.717308;0.520000;0.699552;0.460000;0.402375;0.289863;0.072750;0.511864
1;0.732486;0.515000;0.732952;0.450000;0.732821;0.400000;0.325483;0.392271;0.146058;0.530998
2;0.718247;0.542500;0.749169;0.440000;0.716370;0.420000;0.490539;0.420696;0.167835;0.520008
3;0.708484;0.571250;0.723984;0.570000;0.660404;0.650000;0.701288;0.647719;0.114693;0.472686
4;0.715175;0.551250;0.755047;0.420000;0.729317;0.490000;0.396538;0.467680;0.139044;0.540470
5;0.714375;0.556250;0.728413;0.500000;0.669330;0.510000;0.600242;0.473112;0.029358;0.486941
6;0.706702;0.560000;0.742143;0.470000;0.684113;0.470000;0.606079;0.367758;0.123880;0.514479
7;0.718790;0.530000;0.747591;0.500000;0.720238;0.480000;0.409219;0.361143;0.149397;0.546277
