# dataset: IMDB-BINARY
# type: GCN
# train_mode: S
epoch;train_loss;train_acc;val_loss;val_acc;test_loss;test_acc;AUC;F1;ECE;Brier
0;0.732508;0.555000;0.718060;0.550000;0.680523;0.600000;0.624250;0.590861;0.080700;0.488399
1;0.706432;0.570000;0.718526;0.540000;0.640289;0.630000;0.705682;0.614684;0.049070;0.464204
2;0.702934;0.591250;0.735996;0.560000;0.639040;0.610000;0.605042;0.604355;0.014406;0.479858
3;0.693036;0.606250;0.744740;0.540000;0.612721;0.610000;0.655862;0.604355;0.075560;0.462587
4;0.689073;0.612500;0.720443;0.580000;0.628536;0.630000;0.625050;0.627658;0.024337;0.471844
5;0.692654;0.611250;0.720623;0.620000;0.634406;0.650000;0.612445;0.648772;0.134520;0.474441
6;0.689854;0.607500;0.721700;0.600000;0.635196;0.620000;0.620048;0.615394;0.023145;0.475578
7;0.680878;0.633750;0.721513;0.600000;0.622058;0.630000;0.662665;0.620348;0.027341;0.465923
