# dataset: IMDB-BINARY
# type: GraphSAGE
# train_mode: S
epoch;train_loss;train_acc;val_loss;val_acc;test_loss;test_acc;AUC;F1;ECE;Brier
0;0.731541;0.528750;0.707147;0.640000;0.687428;0.590000;0.574630;0.588558;0.068098;0.493864
1;0.711150;0.577500;0.716314;0.530000;0.698201;0.510000;0.533213;0.406157;0.049602;0.503003
2;0.689729;0.615000;0.719217;0.560000;0.703045;0.570000;0.595438;0.521334;0.039754;0.508747
3;0.691995;0.603750;0.729170;0.590000;0.722382;0.530000;0.566026;0.441366;0.086421;0.508795
4;0.684517;0.605000;0.724332;0.590000;0.720859;0.530000;0.584634;0.451422;0.111496;0.505003
5;0.682576;0.611250;0.733817;0.590000;0.739380;0.530000;0.564026;0.441366;0.092735;0.515562
6;0.679297;0.621250;0.731456;0.580000;0.752416;0.510000;0.569028;0.437687;0.154349;0.535402
7;0.695214;0.592500;0.727912;0.590000;0.729023;0.550000;0.582833;0.522680;0.059761;0.495664
