# dataset: IMDB-BINARY
# type: GraphSAGE
# train_mode: S
epoch;train_loss;train_acc;val_loss;val_acc;test_loss;test_acc;AUC;F1;ECE;Brier
0;0.733479;0.555000;0.744076;0.450000;0.693225;0.470000;0.652795;0.340797;0.067813;0.504136
1;0.698143;0.608750;0.769532;0.510000;0.688849;0.540000;0.637291;0.473275;0.048172;0.512704
2;0.702320;0.590000;0.837607;0.450000;0.734830;0.430000;0.637699;0.258601;0.216680;0.564327
3;0.693113;0.592500;0.812157;0.460000;0.714352;0.510000;0.662179;0.424713;0.122158;0.532913
4;0.691355;0.603750;0.812972;0.490000;0.691037;0.540000;0.669727;0.473275;0.106662;0.517361
5;0.689981;0.612500;0.792420;0.480000;0.702938;0.540000;0.636883;0.473275;0.103277;0.517280
6;0.686544;0.598750;0.789715;0.510000;0.683934;0.550000;0.645655;0.496268;0.098619;0.506411
7;0.682707;0.608750;0.818505;0.560000;0.668934;0.560000;0.639943;0.538325;0.081798;0.504197
